type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2019-05-07 19:32:08,-22.79428413,-45.20238184,8,3258.000,,145.790,74,15,20,,
T,2019-05-07 19:32:09,-22.79391583,-45.20101753,6,3258.000,,146.080,74,15,20,,
T,2019-05-07 19:32:10,-22.79352985,-45.19965516,6,3260.000,,146.270,74,15,20,,
T,2019-05-07 19:32:11,-22.79316405,-45.19828020,6,3259.000,,146.580,74,15,20,,
T,2019-05-07 19:32:12,-22.79278882,-45.19691181,5,3256.000,,146.940,74,15,20,,
T,2019-05-07 19:32:13,-22.79240771,-45.19553749,5,3255.000,,147.200,74,15,20,,
T,2019-05-07 19:32:14,-22.79204026,-45.19415720,5,3252.000,,147.270,74,15,20,,
T,2019-05-07 19:32:15,-22.79165381,-45.19276994,5,3251.000,,148.240,74,15,20,,
T,2019-05-07 19:32:16,-22.79126520,-45.19138424,5,3250.000,,148.550,73,15,20,,
T,2019-05-07 19:32:17,-22.79087732,-45.19000282,6,3251.000,,148.460,74,15,20,,
T,2019-05-07 19:32:18,-22.79051074,-45.18860918,6,3250.000,,148.600,74,15,20,,
T,2019-05-07 19:32:19,-22.79014185,-45.18720873,6,3251.000,,149.120,74,15,20,,
T,2019-05-07 19:32:20,-22.78978343,-45.18580220,6,3250.000,,149.380,74,13,20,,
T,2019-05-07 19:32:21,-22.78940488,-45.18441400,6,3250.000,,149.370,74,11,20,,
T,2019-05-07 19:32:22,-22.78903902,-45.18300139,6,3251.000,,149.800,74,10,20,,
T,2019-05-07 19:32:23,-22.78869130,-45.18158770,6,3250.000,,149.790,75,10,20,,
T,2019-05-07 19:32:24,-22.78832745,-45.18018449,6,3250.000,,149.870,75,10,20,,
T,2019-05-07 19:32:25,-22.78796395,-45.17877934,6,3250.000,,149.870,75,10,20,,
T,2019-05-07 19:32:26,-22.78761743,-45.17737189,8,3249.000,,149.910,75,10,20,,
T,2019-05-07 19:32:27,-22.78725537,-45.17596856,6,3250.000,,149.990,75,10,20,,
T,2019-05-07 19:32:28,-22.78689086,-45.17456254,6,3251.000,,150.020,75,10,20,,
T,2019-05-07 19:32:29,-22.78653788,-45.17314927,6,3251.000,,150.090,75,11,20,,
T,2019-05-07 19:32:30,-22.78619183,-45.17174101,6,3251.000,,149.980,75,11,20,,
T,2019-05-07 19:32:31,-22.78584458,-45.17032326,5,3250.000,,150.210,75,11,20,,
T,2019-05-07 19:32:32,-22.78549491,-45.16890740,5,3251.000,,150.170,75,12,20,,
T,2019-05-07 19:32:33,-22.78514858,-45.16749469,4,3249.000,,150.280,75,12,20,,
T,2019-05-07 19:32:34,-22.78479856,-45.16607625,4,3248.000,,150.370,75,12,19,,
T,2019-05-07 19:32:35,-22.78444992,-45.16465892,4,3249.000,,150.300,75,10,18,,
T,2019-05-07 19:32:36,-22.78407528,-45.16325243,5,3251.000,,150.240,75,11,20,,
T,2019-05-07 19:32:37,-22.78372035,-45.16183962,4,3253.000,,150.120,75,10,19,,
T,2019-05-07 19:32:38,-22.78336666,-45.16042982,4,3254.000,,150.100,75,9,18,,
T,2019-05-07 19:32:39,-22.78302325,-45.15900872,5,3254.000,,150.070,75,9,19,,
T,2019-05-07 19:32:40,-22.78266352,-45.15760507,4,3255.000,,150.010,75,9,19,,
T,2019-05-07 19:32:41,-22.78231518,-45.15619416,5,3256.000,,150.000,75,9,19,,
T,2019-05-07 19:32:42,-22.78190384,-45.15480468,4,3260.000,,149.800,74,7,17,,
T,2019-05-07 19:32:43,-22.78153556,-45.15340187,5,3260.000,,149.780,74,7,17,,
T,2019-05-07 19:32:44,-22.78112439,-45.15200736,4,3258.000,,149.690,73,10,20,,
T,2019-05-07 19:32:45,-22.78069683,-45.15062427,4,3258.000,,149.970,72,11,20,,
T,2019-05-07 19:32:46,-22.78024471,-45.14924261,5,3258.000,,149.970,70,10,19,,
T,2019-05-07 19:32:47,-22.77974370,-45.14788643,5,3261.000,,150.130,69,11,20,,
T,2019-05-07 19:32:48,-22.77925047,-45.14652545,6,3261.000,,150.120,69,10,20,,
T,2019-05-07 19:32:49,-22.77874643,-45.14517466,8,3260.000,,150.150,68,8,18,,
T,2019-05-07 19:32:50,-22.77824481,-45.14381720,10,3260.000,,150.130,68,8,18,,
T,2019-05-07 19:32:51,-22.77770036,-45.14247965,12,3261.000,,150.200,68,10,20,,
T,2019-05-07 19:32:52,-22.77707431,-45.14119936,12,3260.000,,149.010,66,9,20,,
T,2019-05-07 19:32:53,-22.77643900,-45.13991381,12,3259.000,,148.990,65,9,20,,
T,2019-05-07 19:32:54,-22.77577666,-45.13861653,12,3259.000,,149.740,64,9,20,,
T,2019-05-07 19:32:55,-22.77502183,-45.13733067,13,3260.000,,150.960,62,12,20,,
T,2019-05-07 19:32:56,-22.77423898,-45.13615308,13,3260.000,,150.100,60,12,20,,
T,2019-05-07 19:32:57,-22.77348696,-45.13492156,13,3261.000,,150.580,59,12,20,,
T,2019-05-07 19:32:58,-22.77264931,-45.13375035,14,3261.000,,150.910,57,12,20,,
T,2019-05-07 19:32:59,-22.77173621,-45.13262330,13,3262.000,,151.190,55,12,20,,
T,2019-05-07 19:33:00,-22.77082037,-45.13153415,13,3264.000,,151.250,53,12,20,,
T,2019-05-07 19:33:01,-22.76991495,-45.13044380,12,3264.000,,150.270,52,12,20,,
T,2019-05-07 19:33:02,-22.76900221,-45.12937063,12,3267.000,,149.170,51,12,20,,
T,2019-05-07 19:33:03,-22.76805262,-45.12835125,12,3267.000,,148.890,49,12,21,,
T,2019-05-07 19:33:04,-22.76705163,-45.12731794,13,3267.000,,151.140,48,12,21,,
T,2019-05-07 19:33:05,-22.76605654,-45.12632331,15,3266.000,,150.970,47,12,21,,
T,2019-05-07 19:33:06,-22.76503035,-45.12537175,19,3267.000,,150.530,45,14,21,,
T,2019-05-07 19:33:07,-22.76394155,-45.12440583,23,3268.000,,151.780,44,14,21,,
T,2019-05-07 19:33:08,-22.76284923,-45.12343957,25,3269.000,,152.670,43,14,21,,
T,2019-05-07 19:33:09,-22.76156129,-45.12283740,23,3268.000,,151.780,40,12,21,,
T,2019-05-07 19:33:10,-22.76029106,-45.12221618,18,3269.000,,151.560,36,11,21,,
T,2019-05-07 19:33:11,-22.75911124,-45.12152391,20,3268.000,,150.730,35,11,21,,
T,2019-05-07 19:33:12,-22.75793808,-45.12086056,21,3266.000,,148.610,34,11,21,,
T,2019-05-07 19:33:13,-22.75676123,-45.12021446,21,3264.000,,147.690,32,12,21,,
T,2019-05-07 19:33:14,-22.75551444,-45.11967587,24,3263.000,,146.810,30,12,21,,
T,2019-05-07 19:33:15,-22.75427605,-45.11911677,24,3262.000,,147.590,29,12,21,,
T,2019-05-07 19:33:16,-22.75293904,-45.11878017,24,3261.000,,146.690,26,13,21,,
T,2019-05-07 19:33:17,-22.75158087,-45.11850475,21,3261.000,,146.200,23,13,21,,
T,2019-05-07 19:33:18,-22.75024529,-45.11809216,24,3261.000,,147.880,21,12,20,,
T,2019-05-07 19:33:19,-22.74896598,-45.11773743,25,3260.000,,146.270,20,12,21,,
T,2019-05-07 19:33:20,-22.74768532,-45.11731322,30,3261.000,,146.670,19,12,22,,
T,2019-05-07 19:33:21,-22.74635687,-45.11706176,27,3259.000,,146.590,17,12,22,,
T,2019-05-07 19:33:22,-22.74501175,-45.11687275,30,3259.000,,147.400,15,11,21,,
T,2019-05-07 19:33:23,-22.74370039,-45.11672444,31,3258.000,,146.630,13,11,22,,
T,2019-05-07 19:33:24,-22.74235398,-45.11683567,29,3256.000,,145.350,10,11,22,,
T,2019-05-07 19:33:25,-22.74098967,-45.11694124,30,3256.000,,145.160,7,11,22,,
T,2019-05-07 19:33:26,-22.73962015,-45.11703321,28,3255.000,,145.590,5,11,22,,
T,2019-05-07 19:33:27,-22.73829464,-45.11712942,30,3256.000,,146.620,3,11,22,,
T,2019-05-07 19:33:28,-22.73695008,-45.11730952,30,3255.000,,147.780,1,11,22,,
T,2019-05-07 19:33:29,-22.73564052,-45.11734095,35,3255.000,,146.840,1,11,22,,
T,2019-05-07 19:33:30,-22.73433057,-45.11746625,41,3252.000,,146.120,360,11,22,,
T,2019-05-07 19:33:31,-22.73302336,-45.11761315,44,3251.000,,145.600,359,11,22,,
T,2019-05-07 19:33:32,-22.73173361,-45.11781553,50,3249.000,,144.810,357,11,22,,
T,2019-05-07 19:33:33,-22.73063411,-45.11880012,46,3254.000,,142.090,352,10,22,,
T,2019-05-07 19:33:34,-22.72949075,-45.11966973,36,3257.000,,141.500,348,9,22,,
T,2019-05-07 19:33:35,-22.72830811,-45.12018973,39,3257.000,,140.390,346,10,21,,
T,2019-05-07 19:33:36,-22.72715669,-45.12080106,39,3255.000,,139.680,343,9,21,,
T,2019-05-07 19:33:37,-22.72598537,-45.12124211,42,3255.000,,139.100,343,9,21,,
T,2019-05-07 19:33:38,-22.72477852,-45.12174650,49,3255.000,,139.810,342,9,21,,
T,2019-05-07 19:33:39,-22.72367701,-45.12236855,56,3254.000,,138.620,340,9,21,,
T,2019-05-07 19:33:40,-22.72263946,-45.12317697,62,3248.000,,137.810,338,10,22,,
T,2019-05-07 19:33:41,-22.72152767,-45.12392142,63,3249.000,,138.850,336,11,22,,
T,2019-05-07 19:33:42,-22.72059263,-45.12497999,63,3245.000,,138.310,333,12,22,,
T,2019-05-07 19:33:43,-22.71971548,-45.12603855,62,3244.000,,137.070,329,11,22,,
T,2019-05-07 19:33:44,-22.71879902,-45.12700612,61,3245.000,,136.120,327,11,22,,
T,2019-05-07 19:33:45,-22.71796982,-45.12810107,50,3248.000,,134.980,324,12,22,,
T,2019-05-07 19:33:46,-22.71722488,-45.12938802,36,3245.000,,137.760,320,13,22,,
T,2019-05-07 19:33:47,-22.71644482,-45.13052771,27,3242.000,,137.200,318,13,22,,
T,2019-05-07 19:33:48,-22.71566189,-45.13157394,23,3240.000,,136.800,316,12,22,,
T,2019-05-07 19:33:49,-22.71493935,-45.13266576,24,3236.000,,135.380,313,12,22,,
T,2019-05-07 19:33:50,-22.71430659,-45.13384778,21,3234.000,,134.790,310,12,22,,
T,2019-05-07 19:33:51,-22.71368036,-45.13504597,20,3237.000,,134.950,307,13,22,,
T,2019-05-07 19:33:52,-22.71305179,-45.13618303,20,3234.000,,134.700,306,13,22,,
T,2019-05-07 19:33:53,-22.71246790,-45.13738820,21,3234.000,,135.870,303,13,22,,
T,2019-05-07 19:33:54,-22.71192531,-45.13856249,21,3232.000,,135.270,302,14,22,,
T,2019-05-07 19:33:55,-22.71136210,-45.13976987,23,3231.000,,136.150,300,13,22,,
T,2019-05-07 19:33:56,-22.71089579,-45.14102489,26,3231.000,,136.800,299,13,22,,
T,2019-05-07 19:33:57,-22.71045991,-45.14229866,29,3230.000,,137.500,297,13,22,,
T,2019-05-07 19:33:58,-22.71004075,-45.14359240,33,3230.000,,138.820,295,13,22,,
T,2019-05-07 19:33:59,-22.70970566,-45.14483420,36,3229.000,,137.580,293,12,22,,
T,2019-05-07 19:34:00,-22.71019049,-45.14616823,26,3230.000,,132.880,281,12,22,,
T,2019-05-07 19:34:01,-22.70998282,-45.14743927,23,3228.000,,132.520,281,12,22,,
T,2019-05-07 19:34:02,-22.70982076,-45.14871308,21,3229.000,,133.380,280,12,22,,
T,2019-05-07 19:34:03,-22.70973641,-45.15004622,20,3232.000,,134.960,279,11,22,,
T,2019-05-07 19:34:04,-22.70966863,-45.15134886,20,3232.000,,134.250,278,11,22,,
T,2019-05-07 19:34:05,-22.70958863,-45.15259908,23,3230.000,,131.580,277,11,22,,
T,2019-05-07 19:34:06,-22.70953425,-45.15387564,25,3230.000,,132.030,276,11,22,,
T,2019-05-07 19:34:07,-22.70959374,-45.15518168,26,3232.000,,133.300,274,11,22,,
T,2019-05-07 19:34:08,-22.70970167,-45.15641425,29,3232.000,,131.950,272,11,22,,
T,2019-05-07 19:34:09,-22.70997119,-45.15766152,31,3232.000,,130.990,269,11,22,,
T,2019-05-07 19:34:10,-22.71017107,-45.15896478,36,3229.000,,132.240,267,10,21,,
T,2019-05-07 19:34:11,-22.71042831,-45.16025440,41,3228.000,,132.840,265,10,21,,
T,2019-05-07 19:34:12,-22.71066983,-45.16158264,45,3229.000,,134.180,264,11,21,,
T,2019-05-07 19:34:13,-22.71127233,-45.16275313,46,3227.000,,133.010,260,12,21,,
T,2019-05-07 19:34:14,-22.71204629,-45.16384701,44,3225.000,,131.070,256,12,21,,
T,2019-05-07 19:34:15,-22.71270402,-45.16493285,44,3224.000,,129.800,253,13,21,,
T,2019-05-07 19:34:16,-22.71338130,-45.16602565,43,3223.000,,128.770,250,13,21,,
T,2019-05-07 19:34:17,-22.71420965,-45.16703913,40,3224.000,,128.020,247,14,21,,
T,2019-05-07 19:34:18,-22.71506741,-45.16799767,31,3225.000,,126.840,243,15,21,,
T,2019-05-07 19:34:19,-22.71586050,-45.16900024,26,3224.000,,129.020,239,15,21,,
T,2019-05-07 19:34:20,-22.71664264,-45.17002522,19,3227.000,,130.120,238,15,21,,
T,2019-05-07 19:34:21,-22.71729676,-45.17108950,16,3225.000,,130.090,238,16,21,,
T,2019-05-07 19:34:22,-22.71795315,-45.17214542,15,3225.000,,130.300,238,16,21,,
T,2019-05-07 19:34:23,-22.71859432,-45.17320493,14,3225.000,,130.430,237,16,21,,
T,2019-05-07 19:34:24,-22.71924545,-45.17426836,13,3226.000,,130.430,237,16,21,,
T,2019-05-07 19:34:25,-22.71990137,-45.17532848,13,3227.000,,130.170,237,16,21,,
T,2019-05-07 19:34:26,-22.72053857,-45.17638074,12,3227.000,,129.920,237,16,21,,
T,2019-05-07 19:34:27,-22.72118049,-45.17744084,12,3228.000,,129.830,238,12,21,,
T,2019-05-07 19:34:28,-22.72182052,-45.17850140,13,3229.000,,129.620,237,12,21,,
T,2019-05-07 19:34:29,-22.72244931,-45.17956987,12,3229.000,,130.000,237,12,21,,
T,2019-05-07 19:34:30,-22.72309965,-45.18063322,12,3230.000,,129.950,237,12,21,,
T,2019-05-07 19:34:31,-22.72374216,-45.18169767,12,3231.000,,129.950,237,12,20,,
T,2019-05-07 19:34:32,-22.72439085,-45.18276213,12,3232.000,,129.920,237,12,21,,
T,2019-05-07 19:34:33,-22.72503584,-45.18381800,11,3232.000,,129.810,237,13,21,,
T,2019-05-07 19:34:34,-22.72568732,-45.18487452,11,3233.000,,129.890,237,13,21,,
T,2019-05-07 19:34:35,-22.72633956,-45.18593018,11,3233.000,,129.870,237,13,21,,
T,2019-05-07 19:34:36,-22.72698873,-45.18698489,11,3233.000,,129.900,237,13,21,,
T,2019-05-07 19:34:37,-22.72764058,-45.18804514,11,3233.000,,129.840,237,13,21,,
T,2019-05-07 19:34:38,-22.72828519,-45.18909890,11,3233.000,,129.850,237,13,21,,
T,2019-05-07 19:34:39,-22.72893336,-45.19015324,11,3233.000,,129.760,237,13,21,,
T,2019-05-07 19:34:40,-22.72958516,-45.19120521,11,3233.000,,129.860,236,13,21,,
T,2019-05-07 19:34:41,-22.73023987,-45.19225150,11,3233.000,,129.920,236,13,21,,
T,2019-05-07 19:34:42,-22.73089856,-45.19329851,11,3234.000,,129.830,236,13,21,,
T,2019-05-07 19:34:43,-22.73155572,-45.19434947,11,3233.000,,129.960,236,12,21,,
T,2019-05-07 19:34:44,-22.73220636,-45.19539913,11,3233.000,,129.800,236,13,21,,
T,2019-05-07 19:34:45,-22.73286305,-45.19644995,11,3233.000,,129.890,236,13,21,,
T,2019-05-07 19:34:46,-22.73352651,-45.19749236,11,3233.000,,129.960,236,13,21,,
T,2019-05-07 19:34:47,-22.73419589,-45.19853474,11,3234.000,,129.990,236,13,20,,
T,2019-05-07 19:34:48,-22.73485920,-45.19958332,11,3233.000,,130.090,236,13,21,,
T,2019-05-07 19:34:49,-22.73550530,-45.20063060,11,3233.000,,129.900,236,14,21,,
T,2019-05-07 19:34:50,-22.73618514,-45.20166515,10,3236.000,,130.000,236,14,21,,
T,2019-05-07 19:34:51,-22.73685628,-45.20271384,11,3237.000,,129.840,236,14,21,,
T,2019-05-07 19:34:52,-22.73751965,-45.20375469,11,3236.000,,129.890,236,14,21,,
T,2019-05-07 19:34:53,-22.73818757,-45.20479338,11,3236.000,,129.920,236,14,21,,
T,2019-05-07 19:34:54,-22.73884894,-45.20583854,11,3236.000,,129.920,236,14,21,,
T,2019-05-07 19:34:55,-22.73951106,-45.20686897,11,3236.000,,129.910,235,15,21,,
T,2019-05-07 19:34:56,-22.74018443,-45.20790970,11,3235.000,,129.960,235,15,21,,
T,2019-05-07 19:34:57,-22.74085239,-45.20895073,11,3235.000,,129.930,236,15,21,,
T,2019-05-07 19:34:58,-22.74152410,-45.20999761,11,3235.000,,130.140,235,14,21,,
T,2019-05-07 19:34:59,-22.74219263,-45.21103397,11,3235.000,,130.070,235,15,21,,
T,2019-05-07 19:35:00,-22.74286504,-45.21207103,10,3234.000,,130.090,236,15,21,,
T,2019-05-07 19:35:01,-22.74352693,-45.21311214,10,3234.000,,130.250,235,16,21,,
T,2019-05-07 19:35:02,-22.74418694,-45.21415588,10,3233.000,,130.320,235,16,21,,
T,2019-05-07 19:35:03,-22.74483345,-45.21519620,10,3231.000,,130.290,236,16,21,,
T,2019-05-07 19:35:04,-22.74550361,-45.21624343,10,3230.000,,130.570,236,16,21,,
T,2019-05-07 19:35:05,-22.74617295,-45.21728190,10,3229.000,,130.380,236,16,21,,
T,2019-05-07 19:35:06,-22.74684050,-45.21832630,10,3229.000,,130.590,236,16,21,,
T,2019-05-07 19:35:07,-22.74751350,-45.21937696,11,3228.000,,130.670,236,16,21,,
T,2019-05-07 19:35:08,-22.74817075,-45.22042677,11,3229.000,,130.530,236,16,21,,
T,2019-05-07 19:35:09,-22.74884684,-45.22147300,12,3229.000,,130.690,236,16,21,,
T,2019-05-07 19:35:10,-22.74952154,-45.22252377,11,3232.000,,130.330,236,16,21,,
T,2019-05-07 19:35:11,-22.75018217,-45.22357230,11,3233.000,,130.350,236,15,21,,
T,2019-05-07 19:35:12,-22.75085747,-45.22461358,11,3235.000,,130.200,236,14,21,,
T,2019-05-07 19:35:13,-22.75153551,-45.22565110,10,3236.000,,130.250,236,16,21,,
T,2019-05-07 19:35:14,-22.75220876,-45.22669306,10,3237.000,,130.140,236,16,21,,
T,2019-05-07 19:35:15,-22.75286584,-45.22774517,10,3238.000,,129.980,236,15,20,,
T,2019-05-07 19:35:16,-22.75353662,-45.22878599,10,3238.000,,130.190,235,15,20,,
T,2019-05-07 19:35:17,-22.75420047,-45.22983288,10,3238.000,,130.060,236,16,20,,
T,2019-05-07 19:35:18,-22.75486096,-45.23088145,10,3238.000,,130.210,236,16,20,,
T,2019-05-07 19:35:19,-22.75551294,-45.23192863,10,3237.000,,129.990,236,16,20,,
T,2019-05-07 19:35:20,-22.75617208,-45.23297957,10,3237.000,,130.010,236,16,20,,
T,2019-05-07 19:35:21,-22.75683524,-45.23402407,10,3237.000,,130.050,236,16,20,,
T,2019-05-07 19:35:22,-22.75750317,-45.23506944,11,3237.000,,130.130,236,16,20,,
T,2019-05-07 19:35:23,-22.75818026,-45.23611016,11,3237.000,,130.260,235,16,20,,
T,2019-05-07 19:35:24,-22.75884887,-45.23715451,12,3237.000,,130.490,235,15,20,,
T,2019-05-07 19:35:25,-22.75951602,-45.23819358,12,3237.000,,130.210,235,15,20,,
T,2019-05-07 19:35:26,-22.76018877,-45.23923287,11,3237.000,,130.240,235,15,20,,
T,2019-05-07 19:35:27,-22.76085864,-45.24026932,11,3236.000,,130.160,235,13,20,,
T,2019-05-07 19:35:28,-22.76152760,-45.24131183,11,3237.000,,130.200,235,12,20,,
T,2019-05-07 19:35:29,-22.76221012,-45.24235146,11,3237.000,,130.140,235,13,20,,
T,2019-05-07 19:35:30,-22.76289354,-45.24338688,11,3236.000,,130.140,235,13,20,,
T,2019-05-07 19:35:31,-22.76357122,-45.24442127,11,3236.000,,130.200,235,13,20,,
T,2019-05-07 19:35:32,-22.76424864,-45.24545893,11,3236.000,,130.150,235,13,20,,
T,2019-05-07 19:35:33,-22.76492614,-45.24649048,11,3236.000,,130.090,235,12,20,,
T,2019-05-07 19:35:34,-22.76559630,-45.24753068,11,3237.000,,130.000,235,12,20,,
T,2019-05-07 19:35:35,-22.76627278,-45.24856659,11,3237.000,,130.070,235,12,20,,
T,2019-05-07 19:35:36,-22.76694286,-45.24960952,10,3236.000,,129.850,235,12,20,,
T,2019-05-07 19:35:37,-22.76759898,-45.25064683,10,3235.000,,129.860,235,13,20,,
T,2019-05-07 19:35:38,-22.76828072,-45.25168630,10,3238.000,,129.830,235,14,20,,
T,2019-05-07 19:35:39,-22.76895177,-45.25272143,10,3238.000,,129.700,235,14,20,,
T,2019-05-07 19:35:40,-22.76962751,-45.25375059,10,3238.000,,129.570,235,15,20,,
T,2019-05-07 19:35:41,-22.77029590,-45.25478298,10,3240.000,,129.500,235,15,20,,
T,2019-05-07 19:35:42,-22.77096422,-45.25581552,10,3240.000,,129.360,235,15,20,,
T,2019-05-07 19:35:43,-22.77163593,-45.25684634,11,3240.000,,129.490,235,15,21,,
T,2019-05-07 19:35:44,-22.77230196,-45.25787854,11,3241.000,,129.390,235,15,21,,
T,2019-05-07 19:35:45,-22.77297050,-45.25891228,12,3240.000,,129.410,235,15,21,,
T,2019-05-07 19:35:46,-22.77362540,-45.25995204,12,3241.000,,129.250,235,13,21,,
T,2019-05-07 19:35:47,-22.77427309,-45.26098561,12,3242.000,,129.200,236,12,21,,
T,2019-05-07 19:35:48,-22.77490135,-45.26202826,11,3242.000,,129.200,236,13,21,,
T,2019-05-07 19:35:49,-22.77556565,-45.26306941,11,3242.000,,129.320,236,14,21,,
T,2019-05-07 19:35:50,-22.77623913,-45.26409367,11,3242.000,,129.430,236,15,21,,
T,2019-05-07 19:35:51,-22.77688312,-45.26514365,11,3238.000,,129.490,236,16,21,,
T,2019-05-07 19:35:52,-22.77754524,-45.26618034,10,3237.000,,129.750,236,16,21,,
T,2019-05-07 19:35:53,-22.77820486,-45.26722272,11,3236.000,,129.680,236,16,21,,
T,2019-05-07 19:35:54,-22.77886424,-45.26826566,11,3236.000,,129.630,236,16,21,,
T,2019-05-07 19:35:55,-22.77951402,-45.26931080,12,3237.000,,129.590,236,15,21,,
T,2019-05-07 19:35:56,-22.78017332,-45.27035950,12,3237.000,,129.960,236,15,21,,
T,2019-05-07 19:35:57,-22.78082391,-45.27141366,12,3237.000,,130.010,236,16,21,,
T,2019-05-07 19:35:58,-22.78147970,-45.27245712,13,3237.000,,129.830,236,15,21,,
T,2019-05-07 19:35:59,-22.78212712,-45.27351270,12,3237.000,,129.720,236,13,21,,
T,2019-05-07 19:36:00,-22.78276820,-45.27455686,12,3237.000,,129.600,236,11,21,,
T,2019-05-07 19:36:01,-22.78342528,-45.27560231,12,3238.000,,129.550,236,11,21,,
T,2019-05-07 19:36:02,-22.78407169,-45.27665094,11,3238.000,,129.610,236,12,21,,
T,2019-05-07 19:36:03,-22.78472171,-45.27770048,11,3238.000,,129.690,236,12,20,,
T,2019-05-07 19:36:04,-22.78536596,-45.27874784,11,3238.000,,129.560,236,12,21,,
T,2019-05-07 19:36:05,-22.78600013,-45.27980493,11,3238.000,,129.390,237,12,21,,
T,2019-05-07 19:36:06,-22.78665865,-45.28085292,10,3238.000,,129.610,237,13,21,,
T,2019-05-07 19:36:07,-22.78730333,-45.28190724,10,3239.000,,129.600,237,14,21,,
T,2019-05-07 19:36:08,-22.78794790,-45.28295530,10,3239.000,,129.640,237,14,21,,
T,2019-05-07 19:36:09,-22.78858660,-45.28401181,10,3239.000,,129.610,237,14,21,,
T,2019-05-07 19:36:10,-22.78922950,-45.28506816,10,3239.000,,129.730,237,14,21,,
T,2019-05-07 19:36:11,-22.78987333,-45.28612570,10,3239.000,,129.720,237,13,21,,
T,2019-05-07 19:36:12,-22.79051209,-45.28718151,10,3240.000,,129.740,237,13,21,,
T,2019-05-07 19:36:13,-22.79114977,-45.28823688,10,3240.000,,129.790,237,13,21,,
T,2019-05-07 19:36:14,-22.79178872,-45.28929919,10,3240.000,,129.840,237,14,21,,
T,2019-05-07 19:36:15,-22.79241108,-45.29036527,10,3238.000,,129.890,237,14,21,,
T,2019-05-07 19:36:16,-22.79304895,-45.29142501,10,3237.000,,130.030,237,14,21,,
T,2019-05-07 19:36:17,-22.79368726,-45.29249633,10,3235.000,,130.060,237,14,21,,
T,2019-05-07 19:36:18,-22.79432104,-45.29356785,10,3232.000,,130.220,237,15,21,,
T,2019-05-07 19:36:19,-22.79496273,-45.29463315,10,3231.000,,130.260,237,15,21,,
T,2019-05-07 19:36:20,-22.79560205,-45.29569554,10,3230.000,,130.260,237,15,21,,
T,2019-05-07 19:36:21,-22.79624595,-45.29675764,10,3230.000,,130.300,237,15,21,,
T,2019-05-07 19:36:22,-22.79688449,-45.29782670,10,3231.000,,130.390,237,15,21,,
T,2019-05-07 19:36:23,-22.79751977,-45.29889380,10,3231.000,,130.330,237,15,21,,
T,2019-05-07 19:36:24,-22.79815105,-45.29996130,10,3231.000,,130.370,237,13,21,,
T,2019-05-07 19:36:25,-22.79878674,-45.30102868,10,3232.000,,130.400,237,13,21,,
T,2019-05-07 19:36:26,-22.79942393,-45.30209421,10,3232.000,,130.320,237,14,21,,
T,2019-05-07 19:36:27,-22.80006109,-45.30316654,10,3233.000,,130.340,237,14,21,,
T,2019-05-07 19:36:28,-22.80068186,-45.30423450,10,3232.000,,130.320,238,15,21,,
T,2019-05-07 19:36:29,-22.80131144,-45.30530906,10,3232.000,,130.360,238,15,21,,
T,2019-05-07 19:36:30,-22.80194231,-45.30638409,10,3231.000,,130.370,238,15,21,,
T,2019-05-07 19:36:31,-22.80257945,-45.30745475,10,3233.000,,130.450,238,15,21,,
T,2019-05-07 19:36:32,-22.80321231,-45.30851973,10,3230.000,,130.410,238,15,21,,
T,2019-05-07 19:36:33,-22.80385487,-45.30958487,10,3232.000,,130.440,238,15,21,,
T,2019-05-07 19:36:34,-22.80448288,-45.31065956,10,3232.000,,130.470,238,15,21,,
T,2019-05-07 19:36:35,-22.80511100,-45.31173482,10,3233.000,,130.430,238,15,21,,
T,2019-05-07 19:36:36,-22.80574964,-45.31280532,10,3235.000,,130.440,238,15,21,,
T,2019-05-07 19:36:37,-22.80638391,-45.31387381,10,3235.000,,130.410,238,15,21,,
T,2019-05-07 19:36:38,-22.80701268,-45.31494930,10,3236.000,,130.360,238,15,21,,
